#,Category,Link,Repository Name
299,Defense Evasion / AV-EDR Bypass,https://github.com/TierZeroSecurity/edr_blocker,edr_blocker
300,Other / Uncategorized Security Tools,https://github.com/Tomiwa-Ot/moukthar,moukthar
301,RAT / C2 / Botnet,https://github.com/Trapwithme/Trap-Panel,Trap-Panel
302,Network / WiFi,https://github.com/Travisun/Latest-Country-IP-List,Latest-Country-IP-List
303,RAT / C2 / Botnet,https://github.com/TrustedSec/ZeroLogon-BOF,ZeroLogon-BOF
304,CMS / Framework Identification,https://github.com/Tuhinshubhra/CMSeeK,CMSeeK
305,Scanner / Vulnerability Assessment,https://github.com/Tuhinshubhra/RED_HAWK,RED_HAWK
306,Recon / OSINT,https://github.com/TypeError/domained,domained
307,AI-Powered Tools,https://github.com/UbiquitousLearning/mllm,mllm
308,Android,https://github.com/UltraSina/androidReverse,androidReverse
309,Defense Evasion / AV-EDR Bypass,https://github.com/UnamSanctam/SilentETHMiner,SilentETHMiner
310,Phishing / Initial Access,https://github.com/UndeadSec/SocialFish,SocialFish
311,AI-Powered Tools,https://github.com/Vali-98/ChatterUI,ChatterUI
312,Phishing / Initial Access,https://github.com/Viralmaniar/I-See-You,I-See-You
313,RAT / C2 / Botnet,https://github.com/Viralmaniar/Powershell-RAT,Powershell-RAT
314,Malware Analysis / Sandbox / Forensics / Reverse Engineering,https://github.com/VirusTotal/yara,yara
315,Payload / Exploit Frameworks,https://github.com/Wanssss1/BOFs,BOFs
316,RAT / C2 / Botnet,https://github.com/Waremderme/GateSentinel-C2-RemoteTool,GateSentinel-C2-RemoteTool
317,RAT / C2 / Botnet,https://github.com/WhiteeRabbit/Triton_RAT,Triton_RAT
318,Payload / Exploit Frameworks,https://github.com/Xyntax/POC-T,POC-T
319,Password / Credential Attacks,https://github.com/Zard2007/Gmail-Hack,Gmail-Hack
320,Red Team Tools,https://github.com/ZeroMemoryEx/Chaos-Rootkit,Chaos-Rootkit
321,General Hacking Tools,https://github.com/ZeroTrace404/RedReaper,RedReaper
322,AI-Powered Tools,https://github.com/a-ghorbani/pocketpal-ai,pocketpal-ai
323,USB / Hardware Tools,https://github.com/abrar360/BeefPurloin,BeefPurloin
324,Payload / Exploit Frameworks,https://github.com/achuna33/MYExploit,MYExploit
325,Android,https://github.com/adityatelange/frida-ui,frida-ui
326,Recon / OSINT,https://github.com/adnane-X-tebbaa/Katana,Katana
327,General Hacking Tools,https://github.com/afsh4ck/HackLabs,HackLabs
328,Scanner / Vulnerability Assessment,https://github.com/albinowax/ActiveScanPlusPlus,ActiveScanPlusPlus
329,DDoS / Bombing Tools,https://github.com/alexbieber/RevengeBomber2.0,RevengeBomber2.0
330,Network / WiFi,https://github.com/alipay/Owfuzz,Owfuzz
331,RAT / C2 / Botnet,https://github.com/amtzespinosa/wp-backdoor,wp-backdoor
332,Network / WiFi,https://github.com/andreicscs/HoneyWire,HoneyWire
333,Scanner / Vulnerability Assessment,https://github.com/andresriancho/w3af/,
334,Android,https://github.com/androidmalware/OpenClaw_Termux,OpenClaw_Termux
335,Malware Analysis / Sandbox / Forensics / Reverse Engineering,https://github.com/angr/angr-management,angr-management
336,Browser Automation / Scraping,https://github.com/anicel/crawl-js,crawl-js
337,Browser Automation / Scraping,https://github.com/apify/crawlee,crawlee
338,Other / Uncategorized Security Tools,https://github.com/appwrite/appwrite,appwrite
339,CTF Tools,https://github.com/apsdehal/awesome-ctf,awesome-ctf
340,Recon / OSINT,https://github.com/aquasecurity/traceeshark,traceeshark
341,Scanner / Vulnerability Assessment,https://github.com/aquasecurity/trivy,trivy
342,General Hacking Tools,https://github.com/arch3rPro/Pentest-Windows,Pentest-Windows
343,Scanner / Vulnerability Assessment,https://github.com/archerysec/archerysec,archerysec
344,Malware Analysis / Sandbox / Forensics / Reverse Engineering,https://github.com/arxsys/dff,dff
345,Stealer / Keylogger / Grabber,https://github.com/avatar198/Doofi-stealer-discord-FUD,Doofi-stealer-discord-FUD
346,General Hacking Tools,https://github.com/aw-junaid/Hacking-Tools,Hacking-Tools
347,Android,https://github.com/awesome-android-root/awesome-android-root,awesome-android-root
348,Scanner / Vulnerability Assessment,https://github.com/awnumar/blind-sql-bitshifting,blind-sql-bitshifting
349,Privilege Escalation,https://github.com/badsectorlabs/sccm-http-looter,sccm-http-looter
350,Anonymity / Tor / VPN,https://github.com/brainfuckSec/kalitorify,kalitorify
351,AI-Powered Tools,https://github.com/bugbasesecurity/pentest-copilot,pentest-copilot
352,Scanner / Vulnerability Assessment,https://github.com/bwInfoSec/VulnerabilityHub,VulnerabilityHub
353,Payload / Exploit Frameworks,https://github.com/ccyl13/Payload-Generator,Payload-Generator
354,General Hacking Tools,https://github.com/cdxiaodong/AI-Cloud-pentest-framework,AI-Cloud-pentest-framework
355,Scanner / Vulnerability Assessment,https://github.com/chaitin/xray,xray
356,Browser Automation / Scraping,https://github.com/chm0dx/creepyCrawler,creepyCrawler
357,Mobile / Phone Hacking,https://github.com/chrisk44/Hijacker,Hijacker
358,General Hacking Tools,https://github.com/chunkingz/linsetmv,linsetmv
359,Network / WiFi,https://github.com/chunkingz/linsetmv1-2,linsetmv1-2
360,CTF Tools,https://github.com/ciphey/ciphey,ciphey
361,Scanner / Vulnerability Assessment,https://github.com/cisamu123/CyberEye,CyberEye
362,Radio Hacking,https://github.com/cn0xroot/rfsec-toolkit,rfsec-toolkit
363,Scanner / Vulnerability Assessment,https://github.com/codingo/NoSQLMap,NoSQLMap
364,Browser Automation / Scraping,https://github.com/crawler-commons/crawler-commons,crawler-commons
365,Malware Analysis / Sandbox / Forensics / Reverse Engineering,https://github.com/cristianzsh/forensictools,forensictools
366,QR Code / Steganography,https://github.com/cryptedwolf/ohmyqr,ohmyqr
367,Mobile / Phone Hacking,https://github.com/cryst4linqq/TurkoRat-TELEGRAM,TurkoRat-TELEGRAM
368,Other / Uncategorized Security Tools,https://github.com/csicar/Ning,Ning
369,Mobile / Phone Hacking,https://github.com/cyberboyplas/WhSms,WhSms
370,Privilege Escalation,https://github.com/daem0nc0re/PrivFu/tree/main/PowerOfTcb,PowerOfTcb
371,Recon / OSINT,https://github.com/danielmiessler/SecLists,SecLists
372,Other / Uncategorized Security Tools,https://github.com/darthnorse/dockmon/,
373,Phishing / Initial Access,https://github.com/davenisc/thief_raccoon,thief_raccoon
374,Privilege Escalation,https://github.com/dazzyddos/PrivHound,PrivHound
375,Recon / OSINT,https://github.com/dereeqw/BlackBerryC2,BlackBerryC2
376,Network / WiFi,https://github.com/derv82/wifite,wifite
377,CTF Tools,https://github.com/digininja/DVWA,DVWA
378,Other / Uncategorized Security Tools,https://github.com/digitalbitbox/pylef,pylef
379,Stealer / Keylogger / Grabber,https://github.com/dnSpyEx/dnSpy,dnSpy
380,Web Exploitation Payloads (XSS/SQLi/SSRF/etc.),https://github.com/dr34mhacks/xssnow,xssnow
381,Phishing / Initial Access,https://github.com/drcrypterdotru/clickfix-builder,clickfix-builder
382,Scanner / Vulnerability Assessment,https://github.com/drcrypterdotru/sqlmap-skynet,sqlmap-skynet
383,Stealer / Keylogger / Grabber,https://github.com/drcrypterdotru/warworm-stealer,warworm-stealer
384,Scanner / Vulnerability Assessment,https://github.com/dtag-dev-sec/explo,explo
385,Recon / OSINT,https://github.com/egetones/talon,talon
386,Scanner / Vulnerability Assessment,https://github.com/elddy/NimScan,NimScan
387,Malware Analysis / Sandbox / Forensics / Reverse Engineering,https://github.com/endermanch/MalwareDatabase,MalwareDatabase
388,Scanner / Vulnerability Assessment,https://github.com/enkomio/Taipan,Taipan
389,Web Shell / Reverse Shell,https://github.com/epotseluevskaya/ASPX_WebShell_COFFLoader,ASPX_WebShell_COFFLoader
390,Network / WiFi,https://github.com/esc0rtd3w/wifi-hacker,wifi-hacker
391,Network / WiFi,https://github.com/ethicalhackeragnidhra/SigPloit-ss7,SigPloit-ss7
392,Network / WiFi,https://github.com/evilsocket/nyx,nyx
393,RAT / C2 / Botnet,https://github.com/exfil0/RevBot,RevBot
394,Scanner / Vulnerability Assessment,https://github.com/eystsen/pentestlab,pentestlab
395,RAT / C2 / Botnet,https://github.com/f3di006/vxRat,vxRat
396,RAT / C2 / Botnet,https://github.com/fadelegend/Titan-C2,Titan-C2
397,Recon / OSINT,https://github.com/fawadqureshi007/Black,Black
398,Scanner / Vulnerability Assessment,https://github.com/ffuf/ffuf,ffuf
399,RAT / C2 / Botnet,https://github.com/flashnuke/pass-generator,pass-generator
400,Scanner / Vulnerability Assessment,https://github.com/foryujian/yujianportscan,yujianportscan
401,Android,https://github.com/frida/frida,frida
402,Android,https://github.com/funsecurity/apk_binder_script,apk_binder_script
403,Scanner / Vulnerability Assessment,https://github.com/future-architect/vuls,vuls
404,Malware Analysis / Sandbox / Forensics / Reverse Engineering,https://github.com/fxrstor/MalwareRepository,MalwareRepository
405,USB / Hardware Tools,https://github.com/gamblur/Steal-User-identity-through-USB,Steal-User-identity-through-USB
406,Malware Analysis / Sandbox / Forensics / Reverse Engineering,https://github.com/geeksniper/reverse-engineering-toolkit,reverse-engineering-toolkit
407,Scanner / Vulnerability Assessment,https://github.com/gh1mau/laraSAST,laraSAST
408,Other / Uncategorized Security Tools,https://github.com/go-rod/rod,rod
409,Browser Automation / Scraping,https://github.com/gocolly/colly,colly
410,Ransomware,https://github.com/goliate/hidden-tear,hidden-tear
411,Scanner / Vulnerability Assessment,https://github.com/google/log4jscanner,log4jscanner
412,Scanner / Vulnerability Assessment,https://github.com/google/osv-scanner,osv-scanner
413,Malware Analysis / Sandbox / Forensics / Reverse Engineering,https://github.com/google/rekall,rekall
414,Phishing / Initial Access,https://github.com/gophish/gophish,gophish
415,Stealer / Keylogger / Grabber,https://github.com/grab/grab,grab
416,Ransomware,https://github.com/graniet/fsociety-ransomware-MrRobot,fsociety-ransomware-MrRobot
417,USB / Hardware Tools,https://github.com/grant273/phone-nab,phone-nab
418,Scanner / Vulnerability Assessment,https://github.com/greenbone/gvm,gvm
419,AI-Powered Tools,https://github.com/guinmoon/LLMFarm,LLMFarm
420,Web Shell / Reverse Shell,https://github.com/hackerschoice/hackshell,hackshell
421,Stealer / Keylogger / Grabber,https://github.com/hackirby/skuld,skuld
422,Phishing / Initial Access,https://github.com/hangetzzu/saycheese,saycheese
423,Stealer / Keylogger / Grabber,https://github.com/harkerbyte/spyder,spyder
424,Network / WiFi,https://github.com/hash3liZer/WiFiBroot,WiFiBroot
425,Android,https://github.com/hexsecteam/HacknDroid,HacknDroid
426,Password / Credential Attacks,https://github.com/hmaverickadams/DeHashed-API-Tool,DeHashed-API-Tool
427,Other / Uncategorized Security Tools,https://github.com/honojs/hono,hono
428,RAT / C2 / Botnet,https://github.com/hrtywhy/BOF-CobaltStrike,BOF-CobaltStrike
429,Phishing / Initial Access,https://github.com/htr-tech/zphisher,zphisher
430,Recon / OSINT,https://github.com/hueristiq/xurlfind3r,xurlfind3r
431,Red Team Tools,https://github.com/hydrapwk/hydrapwk,hydrapwk
432,Phishing / Initial Access,https://github.com/iinc0gnit0/BlackPhish,BlackPhish
433,RAT / C2 / Botnet,https://github.com/im-hanzou/Arbitrium-RAT,Arbitrium-RAT
434,Ransomware,https://github.com/im-hanzou/Ransomware,Ransomware
435,Other / Uncategorized Security Tools,https://github.com/immich-app/immich,immich
436,Privilege Escalation,https://github.com/incursi0n/GodPotatoBOF,GodPotatoBOF
437,Red Team Tools,https://github.com/infosecn1nja/Red-Teaming-Toolkit,Red-Teaming-Toolkit
438,RAT / C2 / Botnet,https://github.com/isPique/Net-Strike,Net-Strike
439,Stealer / Keylogger / Grabber,https://github.com/iss4cf0ng/DuplexSpyCS,DuplexSpyCS
440,General Hacking Tools,https://github.com/itwizardo/hackcode,hackcode
441,Malware Analysis / Sandbox / Forensics / Reverse Engineering,https://github.com/ivre/ivre,ivre
442,Defense Evasion / AV-EDR Bypass,https://github.com/j3h4ck/PoisonKiller,PoisonKiller
443,RAT / C2 / Botnet,https://github.com/jakobfriedl/tgt-monitor-bof,tgt-monitor-bof
444,Recon / OSINT,https://github.com/jasonxtn/Argus,Argus
445,Recon / OSINT,https://github.com/jasperan/whatsapp-osint,whatsapp-osint
446,DDoS / Bombing Tools,https://github.com/jatinkalwar/m-bomber2.O,m-bomber2.O
447,Other / Uncategorized Security Tools,https://github.com/jenting/clickfarmer,clickfarmer
448,Network / WiFi,https://github.com/jgamblin/hackAPie,hackAPie
449,Browser Automation / Scraping,https://github.com/jmcarp/robobrowser,robobrowser
450,RAT / C2 / Botnet,https://github.com/joaovarelas/GitRunner-C2,GitRunner-C2
451,Payload / Exploit Frameworks,https://github.com/joaoviictorti/rustbof,rustbof
452,Malware Analysis / Sandbox / Forensics / Reverse Engineering,https://github.com/joeavanzato/RetrievIR,RetrievIR
453,Malware Analysis / Sandbox / Forensics / Reverse Engineering,https://github.com/jonaslejon/malicious-pdf,malicious-pdf
454,Network / WiFi,https://github.com/jopohl/urh,urh
455,RAT / C2 / Botnet,https://github.com/josephrw12/cortex-c2,cortex-c2
456,Recon / OSINT,https://github.com/k8scout/k8scout,k8scout
457,Payload / Exploit Frameworks,https://github.com/kapla0011/KaplaStrike,KaplaStrike
458,Android,https://github.com/kefir500/apk-editor-studio,apk-editor-studio
459,Network / WiFi,https://github.com/kennyn510/wpa2-wordlists,wpa2-wordlists
460,Phishing / Initial Access,https://github.com/kgretzky/evilginx,evilginx
461,Android,https://github.com/kil0bit-kb/scrcpy-gui,scrcpy-gui
462,Other / Uncategorized Security Tools,https://github.com/kleiton0x00/Advanced-SQL-Injection-Cheatsheet/,
463,Privilege Escalation,https://github.com/klezVirus/DriverJack,DriverJack
464,Defense Evasion / AV-EDR Bypass,https://github.com/klezVirus/SilentMoonwalk,SilentMoonwalk
465,Red Team Tools,https://github.com/kmdn-ch/phantom-ethical-redteam,phantom-ethical-redteam
466,Payload / Exploit Frameworks,https://github.com/knownsec/pocsuite3,pocsuite3
467,Recon / OSINT,https://github.com/kpcyrd/sn0int,sn0int
468,Scanner / Vulnerability Assessment,https://github.com/kracer127/SiteScan,SiteScan
469,Network / WiFi,https://github.com/krtzer/WPA2-Wireless-Network-LabVIEW-FPGA-Testing,WPA2-Wireless-Network-LabVIEW-FPGA-Testing
470,Recon / OSINT,https://github.com/lanmaster53/recon-ng,recon-ng
471,RAT / C2 / Botnet,https://github.com/layyyfn/RedTiger-Tools,RedTiger-Tools
472,Scanner / Vulnerability Assessment,https://github.com/leviathan-framework/leviathan,leviathan
473,Malware Analysis / Sandbox / Forensics / Reverse Engineering,https://github.com/linx-systems/clamui,clamui
474,Red Team Tools,https://github.com/loucifer-x/PROSECUTOR,PROSECUTOR
475,Recon / OSINT,https://github.com/luijait/IP-Info-Geolocalization,IP-Info-Geolocalization
476,Recon / OSINT,https://github.com/luis22d/ZeroTrace-Panel,ZeroTrace-Panel
477,Malware Analysis / Sandbox / Forensics / Reverse Engineering,https://github.com/m0n0ph1/Malware-Collection,Malware-Collection
478,Cloud Security,https://github.com/m0rtem/CloudFail,CloudFail
479,Recon / OSINT,https://github.com/m3n0sd0n4ld/GooFuzz,GooFuzz
480,Ransomware,https://github.com/machine1337/fudransome,fudransome
481,Other / Uncategorized Security Tools,https://github.com/machine1337/mafiahacks,mafiahacks
482,Malware Analysis / Sandbox / Forensics / Reverse Engineering,https://github.com/machine1337/pycrypt,pycrypt
483,Network / WiFi,https://github.com/marceloaqno/loradiscovery,loradiscovery
484,Scanner / Vulnerability Assessment,https://github.com/marco-lancini/goscan,goscan
485,Radio Hacking,https://github.com/martinmarinov/TempestSDR,TempestSDR
486,Password / Credential Attacks,https://github.com/matricali/cbrutekrag,cbrutekrag
487,Defense Evasion / AV-EDR Bypass,https://github.com/matro7sh/BypassAV,BypassAV
488,Scanner / Vulnerability Assessment,https://github.com/maurosoria/dirsearch,dirsearch
489,Network / WiFi,https://github.com/mayermakes/sx127x-radio,sx127x-radio
490,Android,https://github.com/mayukh4/linux-android,linux-android
491,Other / Uncategorized Security Tools,https://github.com/medusajs/medusa,medusa
492,Recon / OSINT,https://github.com/megadose/holehe,holehe
493,Network / WiFi,https://github.com/mehedishakeel/WiFi-Pentest-Kit,WiFi-Pentest-Kit
494,General Hacking Tools,https://github.com/mentebinaria/retoolkit,retoolkit
495,Scanner / Vulnerability Assessment,https://github.com/michenriksen/aquatone,aquatone
496,Network / WiFi,https://github.com/microsoft/PyRIT,PyRIT
497,Browser Automation / Scraping,https://github.com/microsoft/playwright,playwright
498,Other / Uncategorized Security Tools,https://github.com/milla-jovovich/mempalace,mempalace
499,General Hacking Tools,https://github.com/mishakorzik/AllHackingTools,AllHackingTools
500,Recon / OSINT,https://github.com/mishakorzik/UserFinder,UserFinder
501,General Hacking Tools,https://github.com/mizazhaider-ceh/Security-Books,Security-Books
502,Android,https://github.com/mkcs121/APK-Easy-Tool,APK-Easy-Tool
503,Recon / OSINT,https://github.com/mohamedxk9tb/BladeRecon,BladeRecon
504,Defense Evasion / AV-EDR Bypass,https://github.com/mrT4ntr4/NtWarden,NtWarden
505,Malware Analysis / Sandbox / Forensics / Reverse Engineering,https://github.com/mvt-project/mvt,mvt
506,Recon / OSINT,https://github.com/mxrch/GHunt,GHunt
507,Scanner / Vulnerability Assessment,https://github.com/n0ise9914/RdpChecker,RdpChecker
508,Scanner / Vulnerability Assessment,https://github.com/netwrix/pingcastle,pingcastle
509,Payload / Exploit Frameworks,https://github.com/nixawk/pentest-wiki/blob/master/3.Exploitation-Tools/Network-Exploitation/ports_number.md,ports_number.md
510,Other / Uncategorized Security Tools,https://github.com/novuhq/novu,novu
511,Payload / Exploit Frameworks,https://github.com/nsacyber/BitLocker-Guidance,BitLocker-Guidance
512,Payload / Exploit Frameworks,https://github.com/nsacyber/Blocking-Outdated-Web-Technologies,Blocking-Outdated-Web-Technologies
513,Payload / Exploit Frameworks,https://github.com/nsacyber/Cyber-Challenge,Cyber-Challenge
514,Payload / Exploit Frameworks,https://github.com/nsacyber/Detect-CVE-2017-15361-TPM,Detect-CVE-2017-15361-TPM
515,Payload / Exploit Frameworks,https://github.com/nsacyber/GRASSMARLIN,GRASSMARLIN
516,Payload / Exploit Frameworks,https://github.com/nsacyber/HTTP-Connectivity-Tester,HTTP-Connectivity-Tester
517,Payload / Exploit Frameworks,https://github.com/nsacyber/RandPassGenerator,RandPassGenerator
518,Payload / Exploit Frameworks,https://github.com/nsacyber/Windows-Secure-Host-Baseline,Windows-Secure-Host-Baseline
519,Payload / Exploit Frameworks,https://github.com/nsacyber/paccor,paccor
520,Payload / Exploit Frameworks,https://github.com/nsacyber/serial2pcap,serial2pcap
521,Password / Credential Attacks,https://github.com/ob2configmaker/SilverBullet,SilverBullet
522,Other / Uncategorized Security Tools,https://github.com/ollama/ollama,ollama
523,Other / Uncategorized Security Tools,https://github.com/oopsoplm/adpulse,adpulse
524,General Hacking Tools,https://github.com/open-source-intelligence/osi-tools,osi-tools
525,PHP Web Tools,https://github.com/openclaw/openclaw,openclaw
526,Recon / OSINT,https://github.com/opsdisk/pagodo,pagodo
527,Recon / OSINT,https://github.com/osintambition/Social-Media-OSINT-Tools-Collection,Social-Media-OSINT-Tools-Collection
528,Recon / OSINT,https://github.com/osintph/darkweb-scanner,darkweb-scanner
529,AI-Powered Tools,https://github.com/ottosulin/awesome-ai-security,awesome-ai-security
530,Recon / OSINT,https://github.com/owasp-amass/amass,amass
531,Stealer / Keylogger / Grabber,https://github.com/p3hv/Storm-Stealer,Storm-Stealer
532,DDoS / Bombing Tools,https://github.com/palahsu/MBomb,MBomb
533,Network / WiFi,https://github.com/pauloborges/bluemaho,bluemaho
534,Phishing / Initial Access,https://github.com/pentestgeek/phishing-frenzy,phishing-frenzy
535,Web Shell / Reverse Shell,https://github.com/phantom-offensive/Phantom,Phantom
536,Network / WiFi,https://github.com/philcryer/wpa2own,wpa2own
537,Anonymity / Tor / VPN,https://github.com/pivpn/pivpn,pivpn
538,Radio Hacking,https://github.com/pothosware/SoapySDR,SoapySDR
539,AI-Powered Tools,https://github.com/pradumon14/Trinetra,Trinetra
540,Scanner / Vulnerability Assessment,https://github.com/projectdiscovery/httpx,httpx
541,RAT / C2 / Botnet,https://github.com/projectdiscovery/katana,katana
542,Scanner / Vulnerability Assessment,https://github.com/projectdiscovery/naabu,naabu
543,Scanner / Vulnerability Assessment,https://github.com/projectdiscovery/nuclei,nuclei
544,Recon / OSINT,https://github.com/projectdiscovery/subfinder,subfinder
545,Defense Evasion / AV-EDR Bypass,https://github.com/proxifly/free-proxy-list,free-proxy-list
546,Browser Automation / Scraping,https://github.com/psf/requests-html,requests-html
547,Android,https://github.com/psychohackers/PhantomDroid,PhantomDroid
548,Other / Uncategorized Security Tools,https://github.com/psyray/oasis,oasis
549,Radio Hacking,https://github.com/ptrkrysik/gr-gsm,gr-gsm
550,Other / Uncategorized Security Tools,https://github.com/public-apis/public-apis,public-apis
551,Browser Automation / Scraping,https://github.com/puppeteer/puppeteer,puppeteer
552,Scanner / Vulnerability Assessment,https://github.com/pwnfuzz/diffrays,diffrays
553,Browser Automation / Scraping,https://github.com/python-scraping/parse-hub,parse-hub
554,Recon / OSINT,https://github.com/qeeqbox/social-analyzer,social-analyzer
555,Other / Uncategorized Security Tools,https://github.com/qsecure-labs/DeadMatter,DeadMatter
556,RAT / C2 / Botnet,https://github.com/quantumcore/paradoxiaRAT,paradoxiaRAT
557,Scanner / Vulnerability Assessment,https://github.com/quay/clair,clair
558,RAT / C2 / Botnet,https://github.com/qwqdanchun/DcRat,DcRat
559,Network / WiFi,https://github.com/r-a-w/DriveShake,DriveShake
560,Payload / Exploit Frameworks,https://github.com/r00t-3xp10it/venom,venom
561,RAT / C2 / Botnet,https://github.com/r00t-tsai/TaoRAT,TaoRAT
562,Scanner / Vulnerability Assessment,https://github.com/r0oth3x49/ghauri,ghauri
563,Android,https://github.com/rafosw/APKdevastate,APKdevastate
564,Android,https://github.com/rafosw/APKdevastate-cli,APKdevastate-cli
565,Other / Uncategorized Security Tools,https://github.com/rainfantry/22nd-survey-division,22nd-survey-division
566,Payload / Exploit Frameworks,https://github.com/rapid7/metasploit-framework,metasploit-framework
567,Other / Uncategorized Security Tools,https://github.com/razexgod/44CALIBER,44CALIBER
568,Malware Analysis / Sandbox / Forensics / Reverse Engineering,https://github.com/redasm-dev/redasm,redasm
569,Other / Uncategorized Security Tools,https://github.com/redcaller/voice-goat,voice-goat
570,Scanner / Vulnerability Assessment,https://github.com/redtoolskobe/scaninfo,scaninfo
571,AI-Powered Tools,https://github.com/requie/AI-Red-Teaming-Guide,AI-Red-Teaming-Guide
572,Password Spray,https://github.com/ricardojoserf/AutoPtT,AutoPtT
573,RAT / C2 / Botnet,https://github.com/ricardojoserf/BOF_Files,BOF_Files
574,Stealer / Keylogger / Grabber,https://github.com/ricardojoserf/TrickDump,TrickDump
575,Malware Analysis / Sandbox / Forensics / Reverse Engineering,https://github.com/rizinorg/cutter,cutter
576,Malware Analysis / Sandbox / Forensics / Reverse Engineering,https://github.com/rizinorg/rizin,rizin
577,Scanner / Vulnerability Assessment,https://github.com/robertdavidgraham/masscan,masscan
578,Recon / OSINT,https://github.com/rohitcoder/hawk-eye,hawk-eye
579,Scanner / Vulnerability Assessment,https://github.com/ron190/jsql-injection,jsql-injection
580,Stealer / Keylogger / Grabber,https://github.com/rpp0/lora-dump,lora-dump
581,Phishing / Initial Access,https://github.com/rsmusllp/king-phisher,king-phisher
582,Payload / Exploit Frameworks,https://github.com/rust-memo/csrf-poc-generator,csrf-poc-generator
583,RAT / C2 / Botnet,https://github.com/ryanq47/CS-EXTC2-ICMP,CS-EXTC2-ICMP
584,RAT / C2 / Botnet,https://github.com/s0ld13rr/claude-code-backdoor,claude-code-backdoor
585,Web Shell / Reverse Shell,https://github.com/sag-asab/Bypass-Webshell,Bypass-Webshell
586,Stealer / Keylogger / Grabber,https://github.com/saintdaddy/Vare-Stealer,Vare-Stealer
587,Other / Uncategorized Security Tools,https://github.com/samogod/tornado,tornado
588,Defense Evasion / AV-EDR Bypass,https://github.com/sarperavci/CloudflareBypassForScraping,CloudflareBypassForScraping
589,Password / Credential Attacks,https://github.com/saurabhwadekar/pycrack,pycrack
590,Phishing / Initial Access,https://github.com/savio-code/ghost-phisher,ghost-phisher
591,Recon / OSINT,https://github.com/scf13/ghostscan,ghostscan
592,Malware Analysis / Sandbox / Forensics / Reverse Engineering,https://github.com/scorelab/OpenMF,OpenMF
593,Browser Automation / Scraping,https://github.com/scrapinghub/splash,splash
594,Browser Automation / Scraping,https://github.com/scrapy/scrapy,scrapy
595,Phishing / Initial Access,https://github.com/seanthegeek/phishforall,phishforall
596,AI-Powered Tools,https://github.com/securelayer7/PROMPTPurify,PROMPTPurify
597,Network / WiFi,https://github.com/securing/gattacker,gattacker
598,Scanner / Vulnerability Assessment,https://github.com/selimwdev/WAPTLab,WAPTLab
599,Other / Uncategorized Security Tools,https://github.com/semaphoreci/benchmarks,benchmarks
600,Red Team Tools,https://github.com/senderend/ghostsurf,ghostsurf
601,Recon / OSINT,https://github.com/sherlock-project/sherlock,sherlock
602,Scanner / Vulnerability Assessment,https://github.com/shuvonsec/claude-bug-bounty,claude-bug-bounty
603,Other / Uncategorized Security Tools,https://github.com/simplifaisoul/?fbclid=IwY2xjawT8DilwZG9mA2V4dG4DYWVtAjExAHNydGMGYXBwX2lkDzQwOTk2MjYyMzA4NTYwOQABHv2axkWz61T8u2dZqEG9Jc5zigz8sazK3JoDwQMDRaZTYyQ0mANkyvFlPSfd_aem_ejWs2iQwbIenUNac_IJllg,?fbclid=IwY2xjawT8DilwZG9mA2V4dG4DYWVtAjExAHNydGMGYXBwX2lkDzQwOTk2MjYyMzA4NTYwOQABHv2axkWz61T8u2dZqEG9Jc5zigz8sazK3JoDwQMDRaZTYyQ0mANkyvFlPSfd_aem_ejWs2iQwbIenUNac_IJllg
604,Scanner / Vulnerability Assessment,https://github.com/six2dez/burp-ai-agent,burp-ai-agent
605,Anonymity / Tor / VPN,https://github.com/skizap/dos-over-tor,dos-over-tor
606,Recon / OSINT,https://github.com/smicallef/spiderfoot,spiderfoot
607,RAT / C2 / Botnet,https://github.com/soheil-01/coff_loader,coff_loader
608,General Hacking Tools,https://github.com/sooryathejas/METATRON,METATRON
609,Recon / OSINT,https://github.com/soxoj/maigret,maigret
610,Network / WiFi,https://github.com/soxrok2212/PSKracker,PSKracker
611,AI-Powered Tools,https://github.com/splx-ai/agentic-radar,agentic-radar
612,Scanner / Vulnerability Assessment,https://github.com/sqlmapproject/sqlmap,sqlmap
613,Payload / Exploit Frameworks,https://github.com/ssooking/msfvenom-gui,msfvenom-gui
614,Scanner / Vulnerability Assessment,https://github.com/stamparm/DSSS,DSSS
615,RAT / C2 / Botnet,https://github.com/steve-m/kalibrate-rtl,kalibrate-rtl
616,Other / Uncategorized Security Tools,https://github.com/strapi/strapi,strapi
617,General Hacking Tools,https://github.com/sudosuraj/Bounty-VPS,Bounty-VPS
618,Scanner / Vulnerability Assessment,https://github.com/sullo/nikto,nikto
619,Android,https://github.com/sundaysec/Android-Exploits,Android-Exploits
620,Recon / OSINT,https://github.com/sundowndev/phoneinfoga,phoneinfoga
621,Payload / Exploit Frameworks,https://github.com/synacktiv/Livepyre,Livepyre
622,Phishing / Initial Access,https://github.com/technowlogy/spookphish,spookphish
623,Payload / Exploit Frameworks,https://github.com/terjanq/Tiny-XSS-Payloads,Tiny-XSS-Payloads
624,USB / Hardware Tools,https://github.com/thecmdguy/Ducky,Ducky
625,Data Breach / Leak Search,https://github.com/thehappydinoa/DarkSearch,DarkSearch
626,Phishing / Initial Access,https://github.com/thelinuxchoice/PhishX,PhishX
627,Recon / OSINT,https://github.com/thelinuxchoice/blackeye,blackeye
